,Unnamed: 0,Rank_x,Age Rank,Results,Target,Age_x,First,Last,City_x,Loc,Finishes,Place,City_y,Unnamed: 4,Age_y,Gender,GP,Time,Rank_y,Unnamed: 10,Unnamed: 0.1,Unnamed: 5,Target_Seconds,Time_Seconds
499,35,63.80%,79.30%,1,6:57:33,M40-49,Bryce,Stevenson,Kaysville,UT,1.0,46,Kaysville,UT,40,M,36,7:11:32,65.24,,,,25053,25892
500,36,63.70%,76.50%,12,6:58:16,M50-59,John,Brady,Park City,UT,1.0,32,Park City,UT,50,M,27,6:34:29,65.18,,,,25096,23669
501,37,63.30%,75.30%,8,7:00:43,M40-49,Mike,Bristow,Salem,UT,,30,Salem,UT,47,M,25,6:32:10,64.45,,,,25243,23530
502,38,77.80%,86.60%,10,7:04:41,F40-49,Crystal,McGee,Saint George,UT,3.0,34,Saint George,UT,40,F,7,6:40:17,78.34,,,,25481,24017
503,39,77.20%,81.70%,21,7:08:02,F30-39,Julia,Addison,Hesperia,CA,,50,Hesperia,CA,36,F,11,7:23:21,77.11,,,,25682,26601
504,40,62.20%,61.20%,11,7:08:30,M50-59,Tye,Rogers,St. George,UT,,81,St. George,UT,50,M,52,8:46:57,61.55,,,,25710,31617
505,41,77.00%,67.80%,7,7:09:22,F30-39,Amy,Guevara,New Smyrna Beach,FL,,53,New Smyrna Beach,FL,36,F,14,7:35:49,76.45,,,,25762,27349
506,42,61.70%,64.40%,9,7:11:42,M40-49,Bryan,Simmons,Spanish Fork,UT,1.0,89,Spanish Fork,UT,41,M,57,9:24:51,60.65,,,,25902,33891
507,43,76.10%,78.60%,13,7:14:07,F30-39,Casey,Brady,Park City,UT,1.0,33,Park City,UT,37,F,6,6:34:30,76.7,,,,26047,23670
508,44,73.40%,79.90%,12,7:30:08,F30-39,Alexandra,Kolaski Nagle,Sandy,UT,,67,Sandy,UT,31,F,23,8:00:23,73.09,,,,27008,28823
509,45,59.00%,65.10%,7,7:31:40,M40-49,Jeremy,Nelson,Elk Ridge,UT,,44,Elk Ridge,UT,42,M,34,7:05:26,68.93,,,,27100,25526
510,46,72.20%,76.80%,18,7:37:56,F40-49,Elsa,Kao,Draper,UT,,51,Draper,UT,43,F,12,7:25:19,72.3,,,,27476,26719
511,47,71.70%,,1,7:41:00,F20-29,Sophie,Cowman,Salt Lake City,UT,,63,Salt Lake City,UT,29,F,21,7:53:00,70.91,,,,27660,28380
512,48,57.40%,67.90%,12,7:43:56,M40-49,Zachary,Champlin,Smithfield,UT,,57,Smithfield,UT,42,M,42,7:52:16,57.7,,,,27836,28336
513,49,56.90%,82.30%,127,7:48:31,M60-69,Carl,Tippets,South Jordan,UT,3.0,79,South Jordan,UT,69,M,51,8:37:09,56.87,,,,28111,31029
514,50,56.40%,,1,7:52:35,M40-49,Nate,Spears,Ivins,UT,1.0,25,Ivins,UT,43,M,21,6:20:38,65.99,,,,28355,22838
515,51,56.10%,63.40%,14,7:54:51,M40-49,Kyle,Quist,Salem,UT,,71,Salem,UT,45,M,46,8:03:47,56.33,,,,28491,29027
516,52,69.30%,86.80%,28,7:56:45,F50-59,Deedee,Ford,Preston,ID,2.0,69,Preston,ID,54,F,24,8:01:34,69.5,,,,28605,28894
517,53,55.40%,63.00%,1,8:00:51,M30-39,Scott,Bingham,Bountiful,UT,,87,Bountiful,UT,38,M,55,9:24:14,53.2,,,,28851,33854
518,54,67.60%,76.20%,10,8:09:10,F40-49,Kristal,Romans,Pioche,NV,,86,Pioche,NV,48,F,32,9:18:51,66.83,,,,29350,33531
519,55,67.50%,74.00%,28,8:09:58,F40-49,Falana,White,Las Vegas,NV,,80,Las Vegas,NV,44,F,29,8:41:10,67.33,,,,29398,31270
520,56,67.50%,79.80%,73,8:10:02,F50-59,Karen,Helfrich,Salt Lake City,UT,1.0,72,Salt Lake City,UT,55,F,26,8:24:02,67.43,,,,29402,30242
521,57,66.30%,76.30%,64,8:18:41,F50-59,Misty,Suarez,Herriman,UT,4.0,56,Herriman,UT,52,F,15,7:44:29,66.36,,,,29921,27869
522,58,53.20%,75.80%,3,8:20:38,M60-69,Curtis,Simmons,Spanish Fork,UT,1.0,88,Spanish Fork,UT,63,M,56,9:24:50,52.65,,,,30038,33890
523,59,65.50%,93.70%,7,8:24:47,F50-59,Lisa,Harris,Lund,NV,1.0,77,Lund,NV,57,F,28,8:34:59,65.34,,,,30287,30899
524,60,63.80%,74.70%,16,8:38:19,F50-59,Jennifer,Lynsky,American Fork,UT,,74,American Fork,UT,50,F,27,8:27:01,63.86,,,,31099,30421
525,61,50.50%,51.60%,3,8:47:36,M40-49,Brandon,Grable,West Jordan,UT,,78,West Jordan,UT,41,M,50,8:37:00,51.79,,,,31656,31020
526,62,61.20%,84.70%,66,9:00:05,F60-69,Dawn,Aoki,SLC,UT,,85,Slc,UT,65,F,31,9:01:58,61.2,,,,32405,32518
527,63,60.20%,61.60%,6,9:09:25,F40-49,Jennifer,Ellison,Taylorsville,UT,,84,Taylorsville,UT,41,F,30,9:00:17,60.33,,,,32965,32417
528,64,59.50%,71.80%,8,9:15:53,F40-49,Bess,Thompson,Millcreek City,UT,2.0,70,Millcreek City,UT,48,F,25,8:01:40,60.5,,,,33353,28900
529,65,47.60%,68.00%,7,9:19:31,M30-39,Kade,Jones,Hurricane,UT,1.0,40,Hurricane,UT,33,M,31,6:59:55,50.24,,,,33571,25195
530,66,46.50%,56.20%,8,9:33:14,M40-49,Kenny,Jones,St. George,UT,1.0,82,St. George,UT,43,M,53,8:47:00,47.38,,,,34394,31620
531,67,46.40%,59.00%,21,9:33:44,M50-59,Thor,Femenias,Sandy,UT,,90,Sandy,UT,57,M,58,9:25:17,46.64,,,,34424,33917
532,68,43.00%,0.00%,6,10:19:03,M20-29,James,Wilkinson,Cedar city,UT,,83,Cedar City,UT,28,M,54,8:49:45,44.65,,,,37143,31785
533,0,96.20%,97.00%,62,5:17:54,M30-39,Cory,Logsdon,Omaha,NE,1.0,1,Omaha,NE,34,M,1,5:07:51,96.26,Results,,,19074,18471
534,1,95.90%,100.00%,7,5:18:59,M30-39,William,Kent,Norman,OK,,2,Norman,OK,30,M,2,5:26:00,95.69,Results,,,19139,19560
535,2,83.10%,86.60%,13,6:08:01,M30-39,Gunnar,Carter,Golden,CO,,3,Golden,CO,30,M,3,5:37:57,83.67,Results,,,22081,20277
536,3,76.80%,76.80%,2,6:38:09,M20-29,Cole,Gardiner,Ashland,KS,,4,Ashland,KS,28,M,4,6:51:12,76.16,Results,,,23889,24672
537,4,75.40%,84.40%,6,6:45:29,M30-39,Devin,Nelson,Topeka,KS,1.0,6,Topeka,KS,30,M,5,7:20:15,74.63,Results,,,24329,26415
538,5,75.30%,91.50%,69,6:46:11,M70+,Randy,Ellis,Sapulpa,OK,,11,Sapulpa,OK,70,M,9,8:48:01,75.04,Results,,,24371,31681
539,6,69.00%,77.60%,261,7:23:05,M50-59,Vincent,Ma,San Jose,CA,,12,San Jose,CA,52,M,10,9:25:16,68.93,Results,,,26585,33916
540,7,68.60%,95.90%,4,7:26:00,M40-49,Brent,Wood,Kingman,KS,2.0,10,Kingman,KS,47,M,8,7:55:12,67.81,Results,,,26760,28512
541,8,67.40%,82.90%,14,7:33:36,M50-59,Ed,West,Topeka,KS,1.0,8,Topeka,KS,54,M,6,7:44:00,67.34,Results,,,27216,27840
542,9,65.10%,66.60%,3,7:49:42,M30-39,Caleb,Harvey,Topeka,KS,1.0,9,Topeka,KS,32,M,7,7:44:44,65.39,Results,,,28182,27884
543,10,97.50%,99.20%,38,8:41:49,F40-49,Stephanie,Cundith,Wichita,KS,,5,Wichita,KS,46,F,1,7:09:54,97.56,Results,,,31309,25794
544,11,91.70%,,1,9:14:53,F30-39,Stephanie,Seiler,Andale,KS,,7,Andale,KS,38,F,2,7:42:22,94.4,Results,,,33293,27742
545,0,92.60%,100.00%,2,1:50:24,M20-29,Devin,Waldron,Roseland,NJ,,10,Roseland,NJ,26,M,9,1:55:56,88.3,,,,6624,6956
546,1,90.60%,96.30%,24,1:52:45,M40-49,Chris,Sina-Jessiman,Brooklyn,NY,,2,Brooklyn,NY,48,M,2,1:41:16,90.67,,,,6765,6076
547,2,84.90%,84.90%,1,2:00:20,M40-49,Brian,Gotthardt,Wyckoff,NJ,,9,Wyckoff,NJ,45,M,8,1:55:10,82.61,,,,7220,6910
548,3,78.50%,83.00%,31,2:10:15,M30-39,Alan,Lawn,Brooklyn,NY,,6,Brooklyn,NY,38,M,6,1:47:29,78.7,,,,7815,6449
549,4,78.00%,80.80%,87,2:10:59,M40-49,Jason,Friedman,Morristown,NJ,,3,Morristown,NJ,40,M,3,1:44:20,78.07,,,,7859,6260
550,5,77.10%,83.60%,7,2:12:32,M50-59,Mason,Crow,Highland Falls,NY,,8,Highland Falls,NY,50,M,7,1:55:08,77.51,,,,7952,6908
551,6,76.70%,87.90%,4,2:13:12,M40-49,Chance,Parker,Ramsey,NJ,1.0,5,Ramsey,NJ,45,M,5,1:47:21,78.61,,,,7992,6441
552,7,93.80%,95.40%,9,2:14:02,F30-39,Holly,Chase,BROOKLYN,NY,,14,Brooklyn,NY,38,F,2,2:11:20,92.37,,,,8042,7880
553,8,74.10%,80.10%,45,2:17:59,M40-49,Leonard,Huffman,Bernardsville,NJ,,12,Bernardsville,NJ,48,M,11,1:58:30,73.32,,,,8279,7110
554,9,89.70%,99.30%,1,2:20:03,F20-29,Emma,Goetzinger,Weston,FL,,22,Weston,FL,24,F,7,2:46:15,79.46,,,,8403,9975
555,10,68.70%,85.30%,16,2:28:40,M40-49,Chris,Ottenstroer,Flemington,NJ,,13,Flemington,NJ,45,M,12,2:09:57,72.92,,,,8920,7797
556,11,84.40%,83.90%,14,2:28:53,F30-39,Alexandra,Finn-Atkins,Verplanck,NY,,7,Verplanck,NY,32,F,1,1:55:03,85.44,,,,8933,6903
557,12,82.10%,88.10%,3,2:33:02,F20-29,Taryn,Kisch Gallagher,Montclair,NJ,,19,Montclair,NJ,24,F,4,2:19:42,82.17,,,,9182,8382
558,13,63.50%,78.40%,23,2:40:50,M50-59,Kenneth,Laufer,Toms River,NJ,,24,Toms River,NJ,52,M,16,2:47:44,62.02,,,,9650,10064
559,14,62.80%,,1,2:42:45,M20-29,Bryan,Wei,Rye Brook,NY,,17,Rye Brook,NY,20,M,15,2:18:38,64.75,,,,9765,8318
560,15,73.30%,84.50%,12,2:51:27,F40-49,Denise,Doran,pleasantville,NY,1.0,20,Pleasantville,NY,47,F,5,2:25:58,73.71,,,,10287,8758
561,16,56.20%,66.20%,90,3:01:54,M60-69,Scott,Martin,New York,NY,1.0,26,New York,NY,60,M,17,3:00:56,56.12,,,,10914,10856
562,17,66.10%,,9,3:10:01,F30-39,Maria,Zieja,Randolph,NJ,,23,Randolph,NJ,36,F,8,2:47:43,66.41,,,,11401,10063
563,18,63.00%,96.90%,3,3:19:29,F50-59,Adria,Depasquale,Mahwah,NJ,1.0,25,Mahwah,NJ,54,F,9,2:47:45,64.39,,,,11969,10065
564,19,58.20%,74.00%,4,3:36:03,F30-39,Rae,Baresel,Beacon,NY,,21,Beacon,NY,31,F,6,2:29:03,61.96,,,,12963,8943
565,20,40.20%,96.00%,1,4:14:02,M50-59,Michael,Volpe,Pompton Lakes,NJ,,29,Pompton Lakes,NJ,52,M,19,3:25:29,42.62,,,,15242,12329
566,0,84.00%,88.00%,23,10:38:20,F40-49,Trish,Benoit,Callander,ON,,27,Callander,ON,44,F,2,11:26:08,84.13,,,,38300,41168
567,1,85.90%,87.40%,12,10:38:31,M30-39,Mark,Rebholz,Charlotte,NC,,2,Charlotte,NC,31,M,2,8:14:24,86.67,,,,38311,29664
568,2,80.80%,80.80%,1,11:04:02,F20-29,Molly,Belk,Charlottesville,VA,,12,Charlottesville,VA,28,F,1,9:54:26,90.38,,,,39842,35666
569,3,80.50%,87.10%,25,11:06:25,F40-49,Anne,Pike,Crozet,VA,,35,Crozet,VA,43,F,4,11:53:36,82.58,,,,39985,42816
570,4,81.20%,83.00%,1,11:15:23,M30-39,Luke,Evans,Washington,DC,,8,Washington,DC,30,M,8,9:33:18,81.92,,,,40523,34398
571,5,80.20%,92.80%,5,11:23:58,M20-29,Jonathan,Hathaway,Milton,WV,,16,Milton,WV,23,M,15,10:37:30,79.22,,,,41038,38250
572,6,79.50%,91.80%,8,11:29:44,M40-49,Nathan,Stanford,Kannapolis,NC,,3,Kannapolis,NC,43,M,3,8:19:16,81.23,,,,41384,29956
573,7,76.00%,82.50%,3,12:02:15,M30-39,Cody,Waters,Weirton,WV,1.0,9,Weirton,WV,30,M,9,9:38:25,77.77,,,,43335,34705
574,8,75.20%,77.50%,51,12:09:15,M40-49,Sonny,Gerardi,New Hill,NC,,7,New Hill,NC,47,M,7,9:03:32,75.44,,,,43755,32612
575,9,74.80%,72.40%,4,12:13:51,M20-29,Jack,Murrel,Boston,MA,,1,Boston,MA,28,M,1,7:53:36,79.8,,,,44031,28416
576,10,72.80%,75.50%,11,12:16:50,F40-49,Kelsey,Fassieux,Dyke,VA,,30,Dyke,VA,45,F,3,11:38:00,73.81,,,,44210,41880
577,11,74.20%,84.20%,5,12:19:05,M40-49,Michael,Ahrens,Vienna,VA,1.0,22,Vienna,VA,43,M,21,11:05:51,73.71,,,,44345,39951
578,12,73.90%,,1,12:22:23,M30-39,Ben,Stern,Washington,DC,,44,Washington,DC,37,M,40,13:17:40,66.63,,,,44543,47860
579,13,73.80%,71.00%,3,12:23:05,M20-29,Garrett,Ramsey,Raleigh,NC,,4,Raleigh,NC,28,M,4,8:23:49,78.86,,,,44585,30229
580,14,72.30%,76.50%,7,12:38:55,M30-39,Matthew,Betten,Arlington,VA,,6,Arlington,VA,31,M,6,8:51:32,74.38,,,,45535,31892
581,15,71.20%,,1,12:50:32,M30-39,Peter,Halsey,Silver Spring,MD,,20,Silver Spring,MD,35,M,19,10:54:10,71.8,,,,46232,39250
582,16,70.30%,72.30%,12,12:59:58,M40-49,Jason,Roberts,New Canaan,CT,,25,New Canaan,CT,42,M,24,11:25:57,76.27,,,,46798,41157
583,17,70.00%,77.10%,14,13:03:45,M40-49,Chris,Mintz,Callander,ON,,26,Callander,ON,45,M,25,11:26:06,69.47,,,,47025,41166
584,18,69.90%,78.50%,42,13:04:46,M40-49,Kris,Haislip,Stone Mountain,GA,,10,Stone Mountain,GA,49,M,10,9:49:15,70.14,,,,47086,35355
585,19,68.10%,78.30%,28,13:07:56,F50-59,Kim,Penzone,Powell,OH,,47,Powell,OH,51,F,5,13:21:22,68.43,,,,47276,48082
586,20,68.90%,71.80%,35,13:15:48,M30-39,Donald,Norum,Charlottesville,VA,,32,Charlottesville,VA,34,M,29,11:47:05,68.88,,,,47748,42425
587,21,68.40%,73.00%,3,13:22:33,M40-49,Dan,Meades,St. John's,NL,,21,St. John's,NL,41,M,20,11:03:04,69.12,,,,48153,39784
588,22,68.20%,70.20%,6,13:24:41,M40-49,Andy,McIvor,Lovettsville,VA,,18,Lovettsville,VA,41,M,17,10:47:24,68.88,,,,48281,38844
589,23,67.80%,70.50%,37,13:29:04,M30-39,Steve,Norum,Richmond,VA,,33,Richmond,VA,31,M,30,11:47:06,67.78,,,,48544,42426
590,24,67.60%,,1,13:31:13,M40-49,Matthew,Mieczkowski,Coraopolis,PA,,15,Coraopolis,PA,41,M,14,10:21:38,71.91,,,,48673,37298
591,25,66.90%,76.70%,50,13:39:35,M30-39,John,Delcalzo,Oberlin,OH,,31,Oberlin,OH,34,M,28,11:42:33,66.94,,,,49175,42153
592,26,66.70%,69.10%,21,13:42:25,M40-49,Stephen,Mohr,Arlington,VA,,13,Arlington,VA,41,M,12,10:07:36,67.21,,,,49345,36456
593,27,66.50%,71.50%,18,13:44:38,M40-49,Alex,Markle,Burlington,MA,,36,Burlington,MA,41,M,32,11:58:56,66.48,,,,49478,43136
594,28,66.50%,,1,13:44:46,M40-49,Alan,Suderman,Midlothian,VA,,34,Midlothian,VA,42,M,31,11:52:36,66.49,,,,49486,42756
595,29,64.00%,75.30%,27,14:17:22,M50-59,Dan,Barron,Ruther Glen,VA,,49,Ruther Glen,VA,58,M,44,13:23:10,63.8,,,,51442,48190
596,30,63.10%,88.20%,2,14:29:53,M50-59,Jason,Wakefield,Mechanicsville,VA,,19,Mechanicsville,VA,51,M,18,10:53:54,66.18,,,,52193,39234
597,31,61.90%,65.20%,21,14:45:45,M40-49,Peter,Penzone,Powell,OH,,46,Powell,OH,48,M,42,13:21:22,61.97,,,,53145,48082
598,32,61.00%,77.50%,16,14:59:16,M50-59,Todd,Fisher,Forest Hill,MD,1.0,39,Forest Hill,MD,58,M,35,12:25:52,61.15,,,,53956,44752
599,33,60.70%,63.90%,1,15:03:42,M40-49,Tom,Guthrie,Hamilton,ON,,24,Hamilton,ON,42,M,23,11:24:54,64.93,,,,54222,41094
600,34,57.30%,,2,15:56:40,M40-49,Donald,Collins,Chesterfield,VA,,42,Chesterfield,VA,49,M,38,13:12:05,58.15,,,,57400,47525
601,35,57.20%,69.30%,3,15:58:50,M40-49,Brian,Mininger,Waynesboro,VA,,17,Waynesboro,VA,45,M,16,10:46:55,61.21,,,,57530,38815
602,36,56.70%,56.80%,1,16:07:58,M50-59,Zitao,Liu,Scarsdale,NY,,38,Scarsdale,NY,50,M,34,12:12:37,60.66,,,,58078,43957
603,37,56.30%,,4,16:15:02,M50-59,Steve,Kolb,Norfolk,VA,,48,Norfolk,VA,59,M,43,13:21:48,56.82,,,,58502,48108
604,38,52.30%,,1,17:29:03,M40-49,Huanyuan,Sheng,Falls Church,VA,,40,Falls Church,VA,46,M,36,12:53:40,56.75,,,,62943,46420
605,39,40.50%,42.60%,1,22:33:07,M30-39,Tim,Phillips,Pittsburgh,PA,,37,Pittsburgh,PA,33,M,33,12:10:52,52.67,,,,81187,43852
606,0,93.50%,93.50%,1,5:13:55,M30-39,Dylan,Jones,San Marcos,TX,,1,San Marcos,TX,36,M,1,4:45:23,96.76,,,,18835,17123
607,1,80.30%,88.40%,6,6:05:39,M30-39,Maks,Mikhalov,Celina,TX,,4,Celina,TX,39,M,3,5:17:20,81.67,,,,21939,19040
608,2,77.40%,,1,6:19:09,M30-39,Jaime,Rodriguez,Houston,TX,,19,Houston,TX,30,M,15,6:51:27,73.4,,,,22749,24687
609,3,75.40%,79.40%,2,6:29:16,M50-59,John,Bergeron,Houston,TX,,8,Houston,TX,50,M,6,5:43:59,79.48,,,,23356,20639
610,4,72.30%,76.00%,7,6:46:10,M30-39,Joe,Kraska,Lake charles,LA,,13,Lake charles,LA,38,M,10,6:36:40,72.24,,,,24370,23800
611,5,69.90%,75.30%,3,7:00:07,M20-29,Ryan,Thornton,Arlington,TX,,15,Arlington,TX,29,M,12,6:37:50,70.34,,,,25207,23870
612,6,69.70%,68.00%,11,7:01:12,M40-49,Daniel,Meier,Frisco,TX,,11,Frisco,TX,49,M,8,6:19:15,70.16,,,,25272,22755
613,7,69.40%,79.00%,10,7:02:54,M30-39,Juan Carlos,Ramirez,Houston,TX,,23,Houston,TX,35,M,17,7:10:00,69.14,,,,25374,25800
614,8,68.50%,73.80%,4,7:08:50,M40-49,Michael,Criner,Chandler,TX,,21,Chandler,TX,40,M,16,6:57:02,68.45,,,,25730,25022
615,9,68.00%,72.70%,4,7:11:48,M20-29,Travis,Darrow,Portage,MI,,25,Portage,MI,29,M,19,7:17:21,67.44,,,,25908,26241
616,10,67.10%,71.00%,9,7:17:47,M40-49,Benjamin,Croes,Arlington,TX,,16,Arlington,TX,43,M,13,6:46:36,67.37,,,,26267,24396
617,11,63.40%,80.80%,46,7:43:12,M60-69,Gregory,James,Lexington,SC,,28,Lexington,SC,65,M,21,7:21:08,63.31,,,,27792,26468
618,12,63.20%,78.40%,6,7:44:23,M50-59,Julio,Salazar,FRIENDSWOOD,TX,,33,FRIENDSWOOD,TX,56,M,24,7:50:06,62.86,,,,27863,28206
619,13,62.70%,72.00%,6,7:48:32,M30-39,Lane,Babin,Iowa,LA,,14,Iowa,LA,39,M,11,6:36:46,65.36,,,,28112,23806
620,14,62.40%,85.50%,19,7:50:29,M50-59,James,Ranspot,Dallas,TX,1.0,17,Dallas,TX,52,M,14,6:46:44,65.91,,,,28229,24404
621,15,62.20%,68.20%,51,7:52:13,M40-49,Wade,Kao,Houston,TX,,32,Houston,TX,47,M,23,7:43:47,62.16,,,,28333,27827
622,16,62.10%,,1,7:52:41,M40-49,Anthony,Guthrie,Dallas,TX,,45,Dallas,TX,48,M,30,8:57:09,57.62,,,,28361,32229
623,17,57.90%,78.20%,67,8:27:03,M60-69,William,Moeller,Spring,TX,,44,Spring,TX,66,M,29,8:44:23,57.8,,,,30423,31463
624,18,57.80%,64.40%,2,8:27:56,M40-49,Brolyn,Petri,Houston,TX,,39,Houston,TX,47,M,27,8:18:50,57.6,,,,30476,29930
625,19,57.40%,,1,8:31:07,M20-29,Trenton,Darrow,Salado,TX,,26,Salado,TX,29,M,20,7:17:27,61.34,,,,30667,26247
626,20,56.50%,82.60%,8,8:39:31,M60-69,Jeff,Byrd,Fort Worth,TX,,52,Fort Worth,TX,62,M,31,9:08:44,56.01,,,,31171,32924
627,21,55.80%,59.00%,1,8:45:45,M50-59,Michael,Ross,Pearland,TX,,38,Pearland,TX,53,M,26,8:18:45,56.53,,,,31545,29925
628,22,55.80%,67.50%,2,8:46:31,M30-39,Jeremy,Hamilton,Salado,TX,,9,Salado,TX,37,M,7,6:00:00,63.6,,,,31591,21600
629,23,55.40%,64.10%,9,8:50:25,M30-39,Eric,Durrett,DALLAS,TX,,55,DALLAS,TX,39,M,34,9:46:30,49.65,,,,31825,35190
630,24,53.60%,56.30%,21,9:07:19,M50-59,John,Meredith,Hideaway,TX,,53,Hideaway,TX,51,M,32,9:22:51,53.51,,,,32839,33771
631,25,94.00%,98.10%,5,9:21:16,F20-29,Kimberly,Endo,Carrollton,TX,,6,Carrollton,TX,25,F,2,5:19:39,94.87,,,,33676,19179
632,26,90.30%,,1,9:44:35,F30-39,Alyssa,Rodriguez,Houston,TX,,20,Houston,TX,30,F,5,6:51:30,83.68,,,,35075,24690
633,27,49.80%,70.80%,4,9:49:24,M50-59,Kenneth,Beck,Lakeside,TX,,24,Lakeside,TX,52,M,18,7:16:21,52.93,,,,35364,26181
634,28,48.40%,60.00%,4,10:06:50,M40-49,Stephen,Garcia,San Antonio,TX,,54,San Antonio,TX,45,M,33,9:25:41,48.79,,,,36410,33941
635,29,86.90%,92.80%,6,10:07:28,F30-39,Amanda,Wiebush,Austin,TX,,34,Austin,TX,37,F,10,7:54:27,77.59,,,,36448,28467
636,30,80.30%,83.90%,3,10:56:42,F30-39,Erica,Pence,Columbus,OH,,18,Columbus,OH,36,F,4,6:47:13,79.73,,,,39402,24433
637,31,80.30%,83.90%,27,10:57:11,F30-39,Natalie,Harvey,Houston,TX,,31,Houston,TX,36,F,9,7:43:46,79.85,,,,39431,27826
638,32,79.80%,89.20%,5,11:01:13,F50-59,Yan,Liu,Katy,TX,,10,Katy,TX,51,F,3,6:09:25,80.81,,,,39673,22165
639,33,76.50%,78.10%,29,11:29:29,F30-39,Avery,Lewis,Houston,TX,,27,Houston,TX,34,F,7,7:20:03,75.56,,,,41369,26403
640,34,75.00%,79.20%,10,11:43:05,F30-39,Morgan,Pence,FORT WORTH,TX,,22,FORT WORTH,TX,38,F,6,6:58:58,75.1,,,,42185,25138
641,35,73.80%,,1,11:54:59,F40-49,Katy,Wakin,Burleson,TX,,42,Burleson,TX,41,F,14,8:33:03,67.81,,,,42899,30783
642,36,69.90%,68.00%,4,12:34:40,F30-39,Kaitlin,Keys,Greenville,TX,1.0,35,Greenville,TX,35,F,11,7:56:55,69.23,,,,45280,28615
643,37,68.20%,77.40%,23,12:53:15,F50-59,Lori,Kennedy,Nacogdoches,TX,1.0,49,Nacogdoches,TX,51,F,19,9:05:28,67.93,,,,46395,32728
644,38,60.50%,63.20%,4,14:31:29,F40-49,Priscilla,Gutierrez,San Antonio,TX,,57,San Antonio,TX,42,F,23,11:08:29,57.92,,,,52289,40109
645,39,60.50%,67.00%,11,14:31:29,F40-49,Sasha,Williams,GAINESVILLE,TX,1.0,48,GAINESVILLE,TX,45,F,18,9:02:00,60.38,,,,52289,32520
646,40,58.70%,62.10%,8,14:58:29,F40-49,Amanda,Oliver,FORT WORTH,TX,,51,FORT WORTH,TX,40,F,21,9:08:42,58.62,,,,53909,32922
647,41,58.30%,65.90%,8,15:05:26,F40-49,Courtney,Nall,DALLAS,TX,,46,DALLAS,TX,43,F,16,9:00:22,58.32,,,,54326,32422
648,42,54.20%,53.70%,3,16:13:14,F50-59,Emily,Selec,Allen,TX,,47,Allen,TX,58,F,17,9:00:29,55.33,,,,58394,32429
649,43,47.90%,,2,18:21:13,F40-49,Kelly,Scheetz,Benbrook,TX,,50,Benbrook,TX,43,F,20,9:08:37,51.22,,,,66073,32917
650,44,43.00%,43.00%,1,20:26:06,F30-39,Bethany,Metcalfe,Tahlequah,OK,,37,Tahlequah,OK,33,F,12,8:16:38,53.46,,,,73566,29798
651,0,100.00%,100.00%,2,4:48:21,M40-49,Jason,Albritton,Alexandria,VA,,45,Alexandria,VA,42,M,41,6:31:59,63.3,,,,17301,23519
652,1,89.00%,90.10%,9,5:23:57,M30-39,Natty,Montoya,Richmond,VA,1.0,1,Richmond,VA,33,M,1,4:08:07,90.11,,,,19437,14887
653,2,85.30%,89.00%,6,5:38:00,M40-49,Jason,Davidson,Springfield,VA,1.0,4,Springfield,VA,48,M,4,4:43:31,78.54,,,,20280,17011
654,3,83.70%,86.50%,8,5:44:40,M30-39,James,Lum,Richmond,VA,1.0,2,Richmond,VA,34,M,2,4:24:13,84.8,,,,20680,15853
655,4,78.60%,87.80%,15,6:06:48,M30-39,Dean,Bennett,Mechanicsville,VA,,31,Mechanicsville,VA,31,M,27,6:08:49,77.73,,,,22008,22129
656,5,78.40%,75.80%,4,6:08:01,M40-49,Brian,Worth,Arlington,VA,1.0,44,Arlington,VA,45,M,40,6:31:58,62.81,,,,22081,23518
657,6,78.20%,81.40%,2,6:08:55,M40-49,Ryan,Moreland,Arlington,VA,,23,Arlington,VA,40,M,20,5:55:24,75.37,,,,22135,21324
658,7,76.80%,85.90%,4,6:15:15,M40-49,Luis,Tejerina,Falls Church,VA,,8,Falls Church,VA,42,M,8,5:04:44,77.76,,,,22515,18284
659,8,76.30%,76.30%,1,6:18:06,M30-39,Anthony,Phillips,Richmond,VA,,37,Richmond,VA,34,M,33,6:18:17,58.53,,,,22686,22697
660,9,76.20%,,1,6:18:39,M20-29,Tyler,Ford,Charlottesville,VA,,11,Charlottesville,VA,27,M,11,5:14:59,77.46,,,,22719,18899
661,10,75.90%,,1,6:19:54,M20-29,Daniel,Bondy,Short Hills,NJ,,12,Short Hills,NJ,27,M,12,5:16:36,77.14,,,,22794,18996
662,11,75.10%,99.20%,6,6:24:00,M60-69,Kevin,Fleeger,Ponte Vedra,FL,,13,Ponte Vedra,FL,62,M,13,5:26:36,75.21,,,,23040,19596
663,12,74.50%,85.90%,8,6:27:09,M20-29,Brian,Quintana,New Bern,NC,,10,New Bern,NC,27,M,10,5:11:59,75.04,,,,23229,18719
664,13,72.40%,76.60%,16,6:38:09,M40-49,Alfred,Jasins,Washington,DC,,32,Washington,DC,43,M,28,6:11:12,70.35,,,,23889,22272
665,14,72.00%,83.00%,3,6:40:22,M50-59,Faron,Faulk,cornelius,NC,,6,cornelius,NC,55,M,6,5:00:11,74.68,,,,24022,18011
666,15,71.90%,89.50%,10,6:41:19,M20-29,Xavier,McFadden,Laurel,MD,,9,Laurel,MD,27,M,9,5:09:04,72.62,,,,24079,18544
